Device,id,title,submission_time,rating,review_text
Motorola Moto Z Droid,204686637,Disappointed Greatly - DO NOT BUY THIS!,2018-11-19T22:03:28.000+00:00,1,"I have always loved Motorola Products and have become brand loyal for years. March 2017 I got the new Moto Z. There was a system update end of April/Beginning of May 2018 and after that my phone would freeze, randomly shut off, get extremely hot and be at 90-100% batter life then shut off and not turn back on saying the batter was dead. I went in to Verizon and it was replaced.

Last week, another system update came through and here we are again. SAME EXACT ISSUES. This second phone is not even 6 months old! Now I have to take the time to go to the store and do all over again. 

This phone is a lemon! I am extremely disappointed in Motorola and Lenovo as I have become fans of both. 

Do not buy this phone! All the good things it does isn't worth the hassle of it crashing. I have a small child and travel a lot for work. I depend on my phone greatly. Unfortunately, I cannot rely on this one at all.

*NOTE* Both times, I had done Factory Resets as suggested and it does NOTHING! If you look in multiple chat groups, this happens to hundreds of people and they are all told to do the Factory Restore as the solution and it NEVER works."
Motorola Moto Z Droid,204138938,Not reliable,2018-10-29T15:29:34.000+00:00,1,"I used Moto G 1st gen for five years and as an upgrade I bought this phone in January 2018. First five months were amazing. Then the camera quality reduced gradually. After that now the phone restarts randomly for no good reason. It has been some time since upgrading to oreo, no new applications were installed. One morning, it just started rebooting. I calibrated the battery as instructed in forums, performed hard reset, wipe, etc. NO CHANGE!! This phone is not reliable and Motorola needs to do something."
Motorola Moto Z Droid,182944601,Horrible product,2018-10-25T01:54:46.000+00:00,1,"My phone is not even 2 years old & I can only get 3hrs on battery saver mode of use from a full charge. That's using the factory charger & letting the phone charge to 100%. Sometimes the phone decided to power down at 40-50% battery life ,then when you plug it& power it back on it says it's at 3% battery life. I called Motorola support & they said that this is not a know issue &that it sounds like my phone is getting old that's why the battery is not working as well as a brand new one. I added a battery app on my phone yesterday to see exactly how many times I have to charge the phone on different chargers just to make it through the day & a two day total has been 78 times. That's pretty said considering I'm a moderate phone user who works 10 he shifts &once I get to work I rely on my office phone & computer because my cell is so unreliable and may dye at any given moment"
Motorola Moto Z Droid,204015289,Battery heavily degraded after 9 months use,2018-10-24T17:18:37.000+00:00,1,"Accubattery on my Moto Z says it has 32% of remaining usable capacity from when it was new of 3,000mAh! 

It is not an error. It is a total of about 75, perhaps 100 full recharge cycles amount of watt-hours into the battery.

The battery is heavily degraded. I take a video and stop the video every few minutes and see it 10% less. And the phone can have power cut to it if below 50% or so if taking a video or something taxing. 

I have only used this for about 9 months, before it was in a box partially charged. 

I do leave it plugged in most of the time. Phone manufactures should put in a mode to only charge up to 80%, which yes I know the Moto mod efficiency mode will do. Relatiely inexpensive for the 2220mAh one so I ordered that to let my phone limp along. I'll see how well that works with the degraded battery.. But it should just be an option without the mod, just as many laptops can now, and most electric cars.

Same battery degradation has happened with my Moto G4, twice! I had it replaced once under warranty after about 9 months. Replacement was degrading too but then i upgraded. 

It's proof I think that the battery cell chemistry used is junk. Along with all the other bad reviews and posts. AWill the Z2 have the same issues? We'll see. 

Another issue is the glass or plastic cover for the camera, the lens, it broke soon after I started using it while in my pocket. 
Also, it thermally throttles the SOC if the battery gets about 40C, in order to keep the battery from getting too warm. Results in very slow performance in the summer time."
Motorola Moto Z Droid,203851184,Surprised by the reviews,2018-10-18T17:37:09.000+00:00,5,"I was surprised by the low rating.  I have had this phone for over a year.  I originally intended to update my phone every year, but I see no point in changing it right now as the Moto Z unlocked still appears to have the highest specs and it still works flawlessly."
Motorola Moto Z Droid,182384469,"Great phone, limited life expectancy",2018-09-26T17:59:34.000+00:00,3,"Great phone, esthetically one of the nicest out there and very robust. However, it pretty much stopped functioning a month after the warranty ended, so a little more than year after purchase. It just switches off randomly a dozen times a day even with a full charge and takes 5-10 tries to switch on again. The same thing happened with my previous Moto phone so I guess it is actually a feature of the brand."
Motorola Moto Z Droid,203245273,Bad Battery,2018-09-23T23:23:13.000+00:00,1,"After using Motorola Moto Z for about a year, I'm totally disappointed about this product. Battery life is so pure it dies in a couple of hours. When the battery is below 40% it might suddenly shut down and when turning back on it's on 1%, worst battery life I have ever seen. 

For the finish I've accidentally broke the screen and I can't replace it here in Georgia as everyone in a digital service centers say that this product was a total fail and they're not getting any replacements for this model."
Motorola Moto Z Droid,202224272,It's the best,2018-08-18T00:27:15.000+00:00,5,Had this phone for 1.5 years and love this phone.will buy one for wife
Motorola Moto Z Droid,201998568,Nice phone but not usable after about 1 year,2018-08-09T21:34:45.000+00:00,2,"I have owned this phone for a little over a year and a half at this point. Initially this phone worked great and functioned in every way that you would expect a smartphone to do. I had the battery and speaker mod and both work great. After about a year of owning, the phone began to frequently lock up with the most recent image frozen on the screen. I'd have to reset the phone for it to function. Other times it would get extremely hot and the battery would drain very quickly. More recently, it has become nearly unusable. It will frequently shut down at random battery percentages: 50%, 75%, 85%, even 95 to 100%. Recently, it has even been turning off despite being plugged into the wall charger and saying that it has 100% charge. Often, if a text or phone call comes in the phone will just turn off as soon as it starts ringing. I can no longer rely on this device as a phone or even for browsing the internet while it's plugged into wall power.  Researching on the internet, this seems to be a somewhat common problem with no apparent solution. Do not buy this phone if you hope for it to reliably function for more than 1 year."
Motorola Moto Z Droid,201914324,"Sleek, Smart but Updates slow down your phone",2018-08-07T03:56:13.000+00:00,4,"I have been using this phone for 6 months now. There are no major glitches. However, at times the cell phones used to freeze during initial days when I had made a couple of updates. Now, with no updates, it works smooth. Battery life is good if you can turn the location off. Battery dies off early than other phones as its only 2300 mAh with 5.7 inches."
Motorola Moto Z Droid,201385625,Great concept,2018-07-21T20:49:08.000+00:00,3,"I've had mine for over a year now and it still works very well most of the time. My main concern is the battery life. It is absolutely horrible. And that was  one of the big selling points that made me decide to buy the phone. If wasn't for the 3800 MAH Moto mod battery I'd be in very bad shape. And the stock speaker started getting fuzzy in less than 3 months. And now the turbo charger barely works either. Since the last update the fingerprint sensor has become an absolutely worthless button. Unless I'm missing something. But worst of all I've come to realize that Motorola does not hold it's resale 
value like Samsung or iPhone. Even though they cost pretty close to the same brand new."
Motorola Moto Z Droid,180999907,Not so good battery life,2018-07-18T03:04:45.000+00:00,3,I've had alot of internal problems with this phone my on and off button doesn't work and my volume button do not work I've only had for a year I have to trade in because I don't like it anymore. Thank you
Motorola Moto Z Droid,201078580,I have had the phone for a year now and no issues.,2018-07-09T23:17:05.000+00:00,5,I have had no issues and the phone has been though a lot of punishment. It is a great phone!
Motorola Moto Z Droid,180823213,Battery Life drain,2018-07-06T01:25:24.000+00:00,1,"My battery on my Moto Z Droid at 100% will drop incredibly fast. In 5 minutes it will drop to 80% without use. Battery life is minimum under 20 minutes. The phone shuts off at around 60% and will not turn on unless plugged in. When charging it states random percentages. My phone when manually shut off will not turn back on and taking pictures also shuts the phone off. My battery does not last through a night, I must plug it in. I have tried different restarts and do not have any large apps or apps running in the background. My phone is unreliable. These phones are also expensive and problems occurred after warranty. I tried customer service and they did not know what the problem was, many other motorola phone users have the same problem like me."
Motorola Moto Z Droid,180349345,It was decent until it was awful,2018-06-04T17:11:46.000+00:00,1,"The phone did exactly what I wanted to and I daresay I was even happy for a while.That all changed once the battery began to fail. The phone was treated well and looking at online forums it's easy to see that I am not an isolated case. The Moto Z droid is plagued with battery issues. What do I mean by battery issues? It's just depressing. My phone can now barely survive 2-3 hours of use before it dies from full charge. If you ever restart your phone and are lucky to have it actually work, it comes back stating you have <15% battery left. I can't play games, take pics/video below 65% battery because my phone will just shut off. 

This phone is truly garbage. Naturally these issues happened the month after the 12 month warranty expired."
Motorola Moto Z Droid,180085513,Junk dont buy too fragile,2018-05-17T21:07:29.000+00:00,1,junk... 3rd one in less then a year.. sending back again under manufacturer warranty. You have been forewarned........................................
Motorola Moto Z Droid,178580184,Not a good device at all when it comes to battery usage,2018-02-21T13:07:55.000+00:00,1,"On multiple occasions while using this phone, it would turn completely off due to the battery running out when the bar says it is at 30%...that should not happen on any phone."
Motorola Moto Z Droid,178160854,5th moto,2018-01-23T12:36:35.000+00:00,1,this is my 5th moto it is clearly a defective devise. i want a note i will pay the difference but swapping this phone 5 times for defects is a pain... please help
Motorola Moto Z Droid,178116663,I wish I never bought this phone,2018-01-21T00:45:42.000+00:00,2,Battery life is TERRIBLE!! Camera quality is sub-par at best. Didn't realize there was no phone jack on this model; never thought I would have to check for that on a phone...
Motorola Moto Z Droid,178076859,Great Phone Until the Battery Poops Out!,2018-01-18T02:07:51.000+00:00,2,"I honestly loved this phone. It was fast, thin and had plenty of storage of me! For the first year I had this phone, I would have argued with anyone the the Moto Z was the best phone on the market.  Then, literally two days after my year warranty was up, I did a system update and my battery started draining in 3 hours.  I had to put my phone on airplane mode if I wanted it to last more than 6 hours. So, since I couldn't afford to fork out another couple hundred on a phone, I bought a Motorola battery mod.  This boosted my battery life quite a bit.  However, once the mod battery is dead, my phone shortly follows. Once my phone is using it's own battery, it completely shuts down around 30%.  Once it is plugged in, it still states the battery is at 30%.  My phone shuts off on a daily basis.  I'm extremely bummed that this phone has been such a disappointment."
Motorola Moto Z Droid,177293645,Very unhappy with this device,2017-12-16T03:57:52.000+00:00,1,Have been with Verizon since September of 2017 and we have had so many problems definitely has been a bad decision on our end. My phone is terribly slow never can get my problems resolved. And it's not just one phone it's 3 phones on my plan
Motorola Moto Z Droid,177128293,If you like...,2017-12-10T21:27:38.000+00:00,1,"If you like charging your phone at least twice a day and having to reconnect your bluetooth, then this is the phone for you!
Plus side is, when you do charge it (which is often), it does charge quickly!  

I've had this phone a little over a year. It was awesome for the first few months, then suddenly it went downhill after about 6 months. I now have to carry around a portable battery charger so my phone doesn't die while I'm running errands. My phone used to connect automatically when I got in the car, then it randomly didn't connect. I renamed my phone and reconnected and that worked for a few weeks, then I had to repeat the process. 

I'm really sad about this because the phone really was nice, but I just can't handle this battery/bluetooth issue."
Motorola Moto Z Droid,176810127,"I absolutely hate this phone, and I'm not hard to please.",2017-12-07T00:37:40.000+00:00,1,"Let me start out by saying, I'm very familiar with cellphones and reasonably technologically competent. This phone took a slight learning curve to get used to. The settings are very different from another Android based phone I've used. Settings are nearly impossible to change. Simple stuff like changing the quiet mode times and Bluetooth connections. I've had the phone for about a year now and will never buy a Motorola product again.

pros- It does have a pretty decent camera and I like the quick charger."
Motorola Moto Z Droid,176168910,hate this phone!,2017-11-17T15:30:37.000+00:00,1,"I loved this phone when I first got it. As soon as I had it a year (of course no longer under warranty) it started having issues. Sometimes the speaker does not work, so when someone calls I cant hear them and they cant hear me. Lucky for me restarting it seems to help. But the most annoying part, the battery. I pick my phones for their battery life so the fact that it is now an issue sucks. It does not fully charge (have tried other chargers so that is not the problem) If I am lucky It will charge up to 85%. But it will turn off because the battery is to low as soon as it hits 55%. I pretty much have to have it plugged in all the time. If I dont, even when I am not using it I am lucky if it stays on for 2 hours. 
I just hate this phone and I wish there was something I could do, but you also can not replace the battery in this phone. So, Im pretty much stuck with a phone that has to but plugged in all the time for another year!
By the way, I am very careful with my phones, it hasnt been dropped and has no damage."
Motorola Moto Z Droid,175474680,Worst Motorola Yet and I am a loyal Droid user,2017-10-31T16:43:42.000+00:00,1,"battery is horrible, not sure what type of airplane grade aluminum is used, and the glass is fragile, have seen many that are not holding up well at all, I even remember seeing claims on how strong the glass was and touting no worries, if it breaks just let us know,,,not seeing these claims anymore.  I have been a loyal Motoral user and unfortunatley have invested too much in the Mods, if I did not, would have switched to Apple most likely,,, probably still will, just pay the price litreally,,, too bad Motorola."
Motorola Moto Z Droid,173794790,Unreliable,2017-10-17T21:01:02.000+00:00,2,"Had to purchase the moto mod battery for all day use.  September 2017 update from Verizon caused the hotspot and Bluetooth to stop working.  Verizon sent me another one, but now I have a phone that randomly reboots for no reason which is a real problem when using gps maps for travel."
Motorola Moto Z Droid,173755703,Moto Z Droid Battery Life,2017-10-16T15:42:17.000+00:00,2,"PROS: Shortcut Flashlight Feature, Shortcut Camera Feature, Fingerprint unlock feature, 2 Split-Screen feature that works only for certain apps, Turbo Charging Feature, Attractive slim phone

CONS: Probably the worst phone battery life I've had in my 10 years with Verizon, The pop out camera lens gets scratched very easy; Therefore it ruins the camera quality permanently unless you replace it just to get it scratched again, No AUX port, Uses USB Type C charging port; Therefore you would have to convert all your micro USB chargers to USB type C plus you would preferably offset the AUX port with something Bluetooth but now you have 2 different chargers to take care of, Overly sensitive built in Mic (I can't record any live concerts because the playback would sound like blown speakers)"
Motorola Moto Z Droid,173755179,great phone..to much compition,2017-10-16T15:19:09.000+00:00,4,"I had the moto for 4 months. Nothing to complain about really...good call reception,nice screen..not so great battery life..had to get the battery mod to make it threw the day. Ended up trading it in for the note 8 which in a different league altogather...the moto is worth your time if a good deal is found."
Motorola Moto Z Droid,171843707,The Absolute Worst,2017-10-05T15:38:39.000+00:00,1,"I already reviewed this phone a week ago and apparently it got taken down so I will make this one shorter.   This phone is GARBAGE.  It runs slower than John Candy.  It seems like something is running in the background causing it to be almost useless however there is nothing running.   If my phone is anywhere below 45% charged and I try to take a picture using flash, it turns off - drains the entire battery.  I hit the power button and it shows about 4%.   Plug it in - sometimes it will instantly show 25% and turn back on....other times it will even show 100%.   Even brand new this phone's battery life was atrocious.  I've had it since last Christmas and it has been nothing but trouble.   The camera (when it doesn't render my phone useless) is nice.  That's about the only good thing I can say.  I wouldn't recommend this phone to anyone.   Actually, I'd try and call my friends and tell them never to buy this phone, but i'm sure my phone would turn off before they have a chance to answer."
Motorola Moto Z Droid,170435779,Over priced cheaply made Motorola Garbage,2017-09-29T18:13:42.000+00:00,1,The function of this phone is slow and sloppy.  The only people that seem to like it are Motorola fans.  It does not have gorilla glass.  We have four phones and two have been dropped landing flat on the screen and the out screens are broke.  Every time the put out an update the configuration has changed.  The software on the phone is not just about completely different from when we first purchased these phone.  The battery does not last half the life they tell you it does.  With the last update they finally fixed the turbo charging feature that didn't work for about a year.  If you have small hand this is a two hand phone.  The mods that they offer are nothing special.  They are all hype and no show!  Save your money and get a real phone that's not a Motorola.  This company has simple gone down hill.
Motorola Moto Z Droid,169958411,Slow with a terrible battery.,2017-09-12T20:24:04.000+00:00,1,I attempted to upgrade from a two year old droid turbo that I thought was slow due to it's age. This phone was no faster than my old one and in some cases I think it may have been slower.  This was the only Motorola phone the store had so I took it. I live on a farm 30 miles from town so my service isn't the greatest but my old phone would last 18 hours and then some being in my poor coverage area. The moto z lasted four hours and was looking for a charge and I made one eight minute phone call and three texts in that time.  I returned the phone after seven days and had my old phone turned back on.
Motorola Moto Z Droid,169530899,Poor design.  Poor quality.,2017-08-27T04:23:02.000+00:00,1,This was about our 10th Motorola telephone. This new Droid is the worst decision I have made in purchasing a phone. The camera lens sticks out such that it scratches and cracks within a few months and it is your responsibility to pay to fix it. In addition the connector for charging stopped working after a few months on both of our phones.  We  have to use a wireless charger and a large battery pack on the back of the phone to recharge.  Motorola customer service which we had never called in the prior 10 years of having Motorola phones is abysmal.
Motorola Moto Z Droid,168991478,Worst phone I've owned!!,2017-08-17T04:37:20.000+00:00,1,"I was due for my upgrade, so I went to Verizon and wanted the Samsung galaxy edge 7. I was told they didn't have any in stock, so the pushed the Moto Z on me. I told them I needed at least 64 GB....they said the Moto only comes in 32GB, but you can buy an SD card for more memory. I bought the SD card, but the only thing I can transfer onto it is pictures & videos....I can't transfer apps to it, so many times i have to delete an app before I can download a new one.
The phone has a HORRIBLE problem with shutting itself off. Many times i have been at 27-35% battery life, and it will shut itself off. Other times i will be at full battery life and it will continually shut off and on for 20 minutes before I have to do a hard reset."
Motorola Moto Z Droid,168709319,Great package of features and Battery life,2017-08-14T07:31:46.000+00:00,5,My prior phone was a Moto X 2nd gen. The Moto Z Play is a step up in every way. This is a mid range phone with great performance. Where it excells is in battery life. I don't have to carry a charger or a battery pack to work any more. I can get two full days out of the battery.  I really like Motorola and there approach  to smartphones.
Motorola Moto Z Droid,168708889,The Moto Z offers everything most users could ask for.,2017-08-14T05:00:08.000+00:00,5,"I buy, sell, and trade devices. I have had iPhones, Samsung Galaxy devices, HTC, LG, Sony, and many Motorola devices. I keep coming back to Motorola because they simply offer the best overall package and performance available.

The Moto Z Droid is an outstanding device. Excellent build quality, top of the line specs for 2016 with the Snapdragon 820 processor and 4GB RAM, along with expandable storage and a recent upgrade to Android Nougat 7.1.1.

Performance is smooth without so much as a hiccup. Motorola has the vanilla Android with Moto flavor perfected. Yes you have the Verizon bloat but these can be disabled if not removed. Any application or game you throw at this will fly. Period.

Camera performance has improved with the 7.1.1 update. Not as big of an improvement as afforded the Z Play (huge improvement) but this 13mp shooter didn't need a huge upgrade. It performs quite well for most anyone who isn't a photographer. Pictures on the Z have a clear and neutral color quality, not oversaturated. It records 4k video at 30 fps but, more importantly for me, it shoots 1080p at 60 fps. There is a noticeable difference in any device between 30 and 60 fps. You will appreciate this if you take a lot of video.

My biggest pet peeve with smartphones is their poor battery life. Admittedly I was concerned about the 2600 mAh battery in the Z. Don't be. It isn't the battery champ the Play is (my Play is currently at 23 hours battery time at 51 percent  with 4 hours and 33 minutes on-screen time running 7.1.1). However, it performs quite well in it's own right and gets me an average of 4 hours plus on-screen time. Standby time is also outstanding. Battery drain is minimal when left not charging.and screen off. 

Why get the Z over it's mid-range brother the Z Play? Well, I have both so here is what I like about the Z. It's thinner, much thinner at only 5.2 mm thick and just feels so premium in the hand. I put a carbon fiber skin on this using a style shell from Incipio on the back and it looks and feels fantastic in the hand. I also have a leather Moto style shell that feels great. Also, if you add the battery packs available the phone doesn't feel huge. I use these on longer trips and they easily get me over a day and no fatigue from the extra width or weight. 

The Z adds the quad HD display versus the 1080p on the Play. Both look excellent. However, side by side you will appreciate the difference between them. The Z also uses Gorilla Glass 4 for superior clarity. The Force, for example, has Shattershield but it won't look quite as good as this. I have a Skinomi polycarbonate screen protector on it and it feels perfect. It's also well protected. 

Call quality is fantastic, as is the norm from Motorola devices. Reception is excellent and WiFi Calling is perfect for rural areas with spotty reception and an available WiFi connection. Neither Samsung nor Apple come close in call clarity to these Moto Z devices. I have an iPhone 6s as a work device and have owned many Samsungs. They simply don't compare if you still use your phone to talk.

The elephant in the room for this device, and the Z Force, is the lack of a headphone jack. If you use Bluetooth headphones it won't matter. If you use wired cans you will need to use the USB-C dongle. To me, it isn't that big of a deal. Sound quality is average, an area I wish Lenovo would improve upon. The HTC devices have 32 bit DAC converters which make audio through headphones sound fantastic. The LG V10 and V20 also offer high end audio. 

Moto isn't the ""sexy"" choice compared to Samsung and the iPhone but it is, to me, a better choice. Simple to use, lightning fast, solid battery life, more than acceptable camera and video, a superior fingerprint sensor, gorgeous 5.5 inch AMOLED display, Gorilla Glass 4, flagship specs, and superior call quality make the Z an outstanding choice."
Motorola Moto Z Droid,168650781,Motorola Moto Z (Android),2017-08-13T14:31:39.000+00:00,5,Overall excellent mobile. Would purchase upgraded version over again. Camera quality is incredible. Graphics likewise. Sleek design and comes with magnet back-cover.
Motorola Moto Z Droid,168485473,Works good when its brand new,2017-08-10T01:31:20.000+00:00,2,"only thing i love about this phone is the extended battery life with the moto mod. I've had this phone for 8 months and now it freezes up for no reason and is now extremely slow. I always have the battery pack mod on for the extended life obviously but for some reason that I cannot imagine there is not a case made to fit the phone with the mod attached. A case for the power pack should be made, it's logical."
